Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
4649,Operations,Logistics,Shipments,Delivery_Status,Supply Chain Lead,Process Excellence,Internal,No,93.8,89.6,No,No,No,Internal Policy,1,No,Admin,Non-Compliant,D,Ireland,53.3498,-6.2603,2024-02-17,89.6,3,65.7,5,4,688,6,807399,96888,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,13.601574487400978,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),8.333323012137726,Moderate ROI (3–10x),2024-02,Critical,Moderate Issues,Medium
4650,Finance,Finance_System,Invoices,Payment_Status,Controller,Finance Ops,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,United Kingdom,51.5074,-0.1278,2024-08-14,100.0,4,22.0,2,1,509,4,0,2456,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-08,Stale,Minor Issues,Low
4651,IT,Monitoring,Security_Incidents,Severity,CISO,Platform Engineering,Confidential,Yes,100.0,72.0,Yes,No,Yes,GDPR,2,Yes,Admin,Non-Compliant,E,Belgium,50.8503,4.3517,2025-01-21,87.4,4,84.7,10,8,349,6,1144580,228916,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,13.950549189133882,Very High (€1M+),True,False,True,False,Very High Cost (>€150k),5.0,Moderate ROI (3–10x),2025-01,Aging,Severe Issues,High
4652,Sales,Data_Warehouse,POS_Transactions,Txn_Date,Regional Sales Lead,Sales Analytics,Internal,No,100.0,88.4,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Spain,40.4168,-3.7038,2024-07-12,94.8,5,25.4,2,1,542,6,56311,3379,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.938662935287967,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66498964190589,High ROI (10–50x),2024-07,Critical,Minor Issues,Low
4653,IT,Data_Warehouse,Security_Incidents,Containment_Time_Hrs,Head of Data Platform,Security Ops,Internal,No,93.2,98.6,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Sweden,59.3293,18.0686,2024-07-13,96.3,4,17.7,1,1,541,1,207375,12442,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.242288849663156,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.667336441086643,High ROI (10–50x),2024-07,Critical,Clean,Low
4654,Operations,Logistics,Shipments,Customer_ID,Supply Chain Lead,Data Gov Team,Internal,No,85.8,100.0,Yes,Yes,No,Internal Policy,5,No,Read,At Risk,C,Sweden,59.3293,18.0686,2025-07-01,93.6,2,40.3,5,2,188,4,238137,19051,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,12.380605616548802,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499973754658548,High ROI (10–50x),2025-07,Aging,Moderate Issues,Low
4655,Sales,POS,POS_Transactions,Loyalty_ID,Sales Director,Data Gov Team,Public,No,92.3,64.2,Yes,No,No,Internal Policy,1,No,Admin,At Risk,C,Netherlands,52.3676,4.9041,2025-10-11,80.4,2,47.1,2,0,86,7,260447,10418,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,12.470158504126768,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),24.999712036859282,High ROI (10–50x),2025-10,Fresh,Minor Issues,Resolved
4656,Marketing,Email_Platform,Campaigns,UTM_Campaign,Marketing Lead,CRM Ops,Internal,No,96.2,95.9,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Denmark,55.6761,12.5683,2024-03-08,96.4,2,37.6,4,0,668,3,240834,9633,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.391867330691893,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000934288383682,High ROI (10–50x),2024-03,Critical,Moderate Issues,Resolved
4657,Marketing,CDP,Campaigns,End_Date,Head of Growth,Marketing Analytics,Public,No,95.1,98.2,Yes,No,No,Internal Policy,2,No,Read,Compliant,B,Sweden,59.3293,18.0686,2024-05-24,97.0,2,22.4,2,0,591,4,0,1796,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-05,Critical,Minor Issues,Resolved
4658,IT,Data_Warehouse,Access_Logs,Result,Head of Data Platform,Platform Engineering,Internal,No,98.9,90.4,Yes,No,No,NIS2,5,No,Admin,At Risk,C,Ireland,53.3498,-6.2603,2024-09-30,95.2,5,42.2,3,1,462,1,152017,9121,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,11.931754213869826,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.666703212367064,High ROI (10–50x),2024-09,Stale,Minor Issues,Low
4659,HR,HR_System,Payroll,Deductions_EUR,People Ops Lead,Data Gov Team,Sensitive,Yes,91.6,85.4,Yes,No,Yes,GDPR,3,Yes,Admin,Non-Compliant,E,France,48.8566,2.3522,2024-11-24,89.6,1,100.0,13,10,407,8,1024397,245855,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,High Impact,13.839615680943243,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166671412011145,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,Critical
4660,Marketing,Web_Analytics,Sessions,Session_Duration_Sec,Head of Growth,Marketing Analytics,Internal,No,95.9,91.8,Yes,Yes,No,Internal Policy,7,No,Write,At Risk,C,France,48.8566,2.3522,2025-04-02,94.5,2,52.4,4,2,278,3,67589,5407,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Low Impact,11.1212153220944,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500277418161643,High ROI (10–50x),2025-04,Aging,Moderate Issues,Low
4661,Operations,Procurement,Shipments,Shipment_ID,Head of Operations,Ops BI,Internal,Yes,91.3,87.9,No,No,No,Internal Policy,3,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2024-06-22,87.7,2,53.6,3,1,562,4,62707,3762,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,11.046244310188422,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.668527379053696,High ROI (10–50x),2024-06,Critical,Minor Issues,Low
4662,Sales,POS,Orders,Sales_Rep_ID,Head of Revenue Ops,Revenue Ops,Internal,No,100.0,88.1,Yes,No,No,Internal Policy,3,No,Write,At Risk,C,Portugal,38.7223,-9.1393,2025-02-06,94.7,3,41.4,4,2,333,6,36338,2907,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.500646823684912,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500171998624012,High ROI (10–50x),2025-02,Aging,Moderate Issues,Low
4663,Operations,Support,Shipments,Shipment_ID,Head of Operations,Ops BI,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,1,No,Write,Compliant,B,Spain,40.4168,-3.7038,2025-06-05,100.0,4,25.7,1,0,214,3,0,1311,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-06,Aging,Clean,Resolved
4664,Marketing,Web_Analytics,Customer_Master,Address,Marketing Lead,Marketing Analytics,Sensitive,No,78.6,73.3,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2024-03-27,78.4,2,83.7,11,10,649,4,510732,122576,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Medium Impact,13.143602227740224,High (€500k–€1M),True,False,True,False,High Cost (€50k–€150k),4.166655789061481,Moderate ROI (3–10x),2024-03,Critical,Severe Issues,Critical
4665,Finance,Finance_System,GL_Entries,Amount_EUR,Controller,FP&A Analytics,Confidential,No,93.6,97.3,Yes,No,Yes,GDPR,2,Yes,Read,At Risk,C,France,48.8566,2.3522,2025-09-28,95.9,4,48.8,2,0,99,6,85244,3410,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.353284742399332,Low (<€100k),False,False,False,False,Low Cost (<€10k),24.998240469208213,High ROI (10–50x),2025-09,Fresh,Minor Issues,Resolved
4666,Marketing,CRM,Sessions,Session_ID,Marketing Lead,Data Gov Team,Internal,No,86.7,91.3,No,No,No,Internal Policy,7,No,Read,At Risk,C,United Kingdom,51.5074,-0.1278,2024-12-12,87.1,2,43.8,3,1,389,4,234651,14079,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Medium Impact,12.365858844518863,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666737694438524,High ROI (10–50x),2024-12,Stale,Minor Issues,Low
4667,Finance,ERP,Invoices,Tax_Amount_EUR,Finance Director,Data Gov Team,Confidential,Yes,91.0,100.0,Yes,No,No,SOX,10,No,Read,At Risk,C,Germany,52.52,13.405,2024-05-18,95.9,3,41.8,4,2,597,5,69890,5591,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.154692164567411,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500447147200859,High ROI (10–50x),2024-05,Critical,Moderate Issues,Low
4668,Sales,Order_Management,POS_Transactions,Txn_Amount_EUR,Regional Sales Lead,Data Gov Team,Confidential,No,100.0,93.7,No,No,No,Internal Policy,7,No,Read,At Risk,C,Belgium,50.8503,4.3517,2024-01-12,94.2,4,43.6,2,1,724,2,246281,14777,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,12.414232499830243,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666508763619138,High ROI (10–50x),2024-01,Critical,Minor Issues,Low
4669,Operations,Data_Warehouse,Support_Tickets,CSAT_Score,Ops Director,Ops BI,Internal,No,92.0,99.7,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,United Kingdom,51.5074,-0.1278,2025-07-08,96.3,4,15.7,2,2,181,3,43760,3501,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,10.686498288754322,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499285918309054,High ROI (10–50x),2025-07,Aging,Minor Issues,Low
4670,HR,Learning_LMS,Recruitment,Interview_Score,HR Manager,People Ops,Internal,No,87.0,86.3,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,United Kingdom,51.5074,-0.1278,2024-06-22,88.0,4,27.4,1,1,562,4,126236,7574,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,11.745916371538772,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.667018748349616,High ROI (10–50x),2024-06,Critical,Clean,Low
4671,HR,HR_System,Employees,Last_Name,People Ops Lead,Data Gov Team,Sensitive,No,99.3,99.1,Yes,No,Yes,GDPR,7,Yes,Write,Non-Compliant,E,Netherlands,52.3676,4.9041,2025-02-20,99.3,2,86.3,14,10,319,5,1002674,240642,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Critical Risk,True,Medium Impact,13.818181986519432,Very High (€1M+),True,False,True,False,Very High Cost (>€150k),4.1666625111160975,Moderate ROI (3–10x),2025-02,Aging,Severe Issues,Critical
4672,Marketing,CRM,Campaigns,Campaign_ID,Marketing Lead,Data Gov Team,Internal,No,98.3,92.1,Yes,No,No,Internal Policy,5,No,Admin,At Risk,C,Sweden,59.3293,18.0686,2025-03-16,95.7,2,49.7,2,1,295,3,260925,15656,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Low Impact,12.47199212119983,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666134389371486,High ROI (10–50x),2025-03,Aging,Minor Issues,Low
4673,HR,Data_Warehouse,Recruitment,Stage,HR Manager,HR Analytics,Public,No,97.8,100.0,Yes,No,No,Internal Policy,3,No,Write,Compliant,B,Sweden,59.3293,18.0686,2024-09-01,99.0,5,20.4,1,1,491,3,0,1649,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-09,Stale,Clean,Low
4674,HR,Recruiting_ATS,Payroll,Net_Pay_EUR,HR Manager,Data Gov Team,Sensitive,Yes,96.6,91.3,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,E,Netherlands,52.3676,4.9041,2025-08-28,94.5,3,83.0,13,10,130,8,1323285,317588,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,14.095628595093599,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166671914555965,Moderate ROI (3–10x),2025-08,Fresh,Severe Issues,Critical
4675,Operations,Logistics,Shipments,Delivery_Status,Supply Chain Lead,Ops BI,Internal,No,100.0,94.1,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Sweden,59.3293,18.0686,2024-06-22,97.4,4,23.2,2,0,562,4,78201,3128,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.267050501653927,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.000319693094628,High ROI (10–50x),2024-06,Critical,Minor Issues,Resolved
4676,Operations,Support,Shipments,Customer_ID,Supply Chain Lead,Process Excellence,Internal,No,90.7,100.0,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Portugal,38.7223,-9.1393,2024-01-15,95.8,2,25.9,1,0,721,2,168574,6743,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.035136033602782,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.999851698057245,High ROI (10–50x),2024-01,Critical,Clean,Resolved
4677,IT,Data_Warehouse,Access_Logs,Country,CISO,Data Gov Team,Internal,No,89.9,91.4,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Spain,40.4168,-3.7038,2024-06-14,91.6,4,35.8,2,0,570,4,128370,5135,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.762679788030713,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.99902629016553,High ROI (10–50x),2024-06,Critical,Minor Issues,Resolved
4678,HR,Learning_LMS,Recruitment,Application_Date,HR Director,People Ops,Internal,No,100.0,84.8,Yes,No,No,Internal Policy,3,No,Read,At Risk,A,United Kingdom,51.5074,-0.1278,2025-12-30,93.2,3,9.4,0,0,6,2,18794,752,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,9.841346155998279,Low (<€100k),False,False,False,False,Low Cost (<€10k),24.992021276595743,High ROI (10–50x),2025-12,Fresh,Clean,Resolved
4679,Operations,Procurement,Shipments,GPS_Location,Ops Director,Ops BI,Internal,No,100.0,97.6,Yes,No,No,Internal Policy,3,No,Read,Compliant,B,Portugal,38.7223,-9.1393,2024-02-21,98.9,3,25.5,1,1,684,4,0,2226,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-02,Critical,Clean,Low
4680,Marketing,Email_Platform,Customer_Master,Phone,Head of Growth,Data Gov Team,Sensitive,No,85.9,86.8,Yes,No,Yes,GDPR,10,Yes,Read,Non-Compliant,E,France,48.8566,2.3522,2025-07-01,87.7,2,79.9,15,10,188,7,545763,130983,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Medium Impact,13.20994192685458,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.166670483955933,Moderate ROI (3–10x),2025-07,Aging,Severe Issues,Critical
4681,Finance,Billing,Invoices,Payment_Status,Finance Director,FP&A Analytics,Internal,No,87.9,93.4,Yes,No,No,Internal Policy,7,No,Read,At Risk,B,Spain,40.4168,-3.7038,2025-04-07,91.6,3,23.4,1,0,273,2,69304,2772,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,11.146272332647454,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.001443001443,High ROI (10–50x),2025-04,Aging,Clean,Resolved
4682,Finance,ERP,Payments,Chargeback_Flag,Controller,FP&A Analytics,Confidential,No,95.4,100.0,Yes,No,No,SOX,10,No,Write,At Risk,C,Portugal,38.7223,-9.1393,2024-05-15,97.9,5,38.9,5,3,600,2,166297,16630,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.021536638650492,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999819603126879,Moderate ROI (3–10x),2024-05,Critical,Moderate Issues,Medium
4683,Operations,WMS,Support_Tickets,Agent_ID,Supply Chain Lead,Process Excellence,Internal,No,94.4,86.8,Yes,No,No,Internal Policy,1,No,Write,At Risk,C,Poland,52.2297,21.0122,2024-09-10,91.5,3,38.8,3,3,482,4,35700,3570,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.482933978579906,Low (<€100k),False,False,False,False,Low Cost (<€10k),10.0,High ROI (10–50x),2024-09,Stale,Minor Issues,Medium
4684,Operations,WMS,Shipments,GPS_Location,Head of Operations,Process Excellence,Internal,No,90.2,97.9,Yes,No,No,Internal Policy,1,No,Read,At Risk,B,United Kingdom,51.5074,-0.1278,2024-09-08,94.6,4,24.4,1,1,484,4,104673,6280,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.558606037462201,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.667675159235667,High ROI (10–50x),2024-09,Stale,Clean,Low
4685,HR,Recruiting_ATS,Recruitment,Interview_Score,People Ops Lead,People Ops,Internal,No,100.0,98.6,Yes,No,No,Internal Policy,2,No,Write,At Risk,B,Ireland,53.3498,-6.2603,2025-10-29,99.4,3,23.7,2,2,68,4,27449,2196,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,10.220121446937677,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499544626593806,High ROI (10–50x),2025-10,Fresh,Minor Issues,Low
4686,Sales,Order_Management,POS_Transactions,Txn_Amount_EUR,Regional Sales Lead,Sales Analytics,Confidential,Yes,100.0,96.5,Yes,No,No,Internal Policy,2,No,Read,At Risk,C,Denmark,55.6761,12.5683,2024-04-29,98.4,4,39.7,4,0,616,6,17407,696,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,9.76468514965567,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.010057471264368,High ROI (10–50x),2024-04,Critical,Moderate Issues,Resolved
4687,HR,Payroll,Payroll,Country,HR Manager,Data Gov Team,Confidential,No,98.7,91.4,Yes,No,Yes,GDPR,5,Yes,Admin,Non-Compliant,D,Portugal,38.7223,-9.1393,2025-10-28,95.5,3,68.5,7,7,69,4,390795,70343,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,12.875940963683849,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),5.55556345336423,Moderate ROI (3–10x),2025-10,Fresh,Severe Issues,High
4688,Finance,ERP,GL_Entries,Description,Finance Director,FP&A Analytics,Internal,No,84.1,100.0,No,No,No,Internal Policy,5,No,Read,At Risk,C,France,48.8566,2.3522,2025-01-09,89.9,4,36.6,3,1,361,4,183591,11015,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,12.120471183234448,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.667362687244665,High ROI (10–50x),2025-01,Aging,Minor Issues,Low
4689,Operations,Logistics,Support_Tickets,Conversation_Text,Ops Director,Ops BI,Confidential,Yes,97.6,94.2,No,No,Yes,GDPR,5,Yes,Admin,Non-Compliant,E,Belgium,50.8503,4.3517,2024-05-09,93.3,3,100.0,14,10,606,9,1116633,267992,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.925829360973898,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166665422848443,Moderate ROI (3–10x),2024-05,Critical,Severe Issues,Critical
4690,Marketing,Email_Platform,Customer_Master,Country,Marketing Lead,Marketing Analytics,Internal,No,95.7,91.7,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Italy,41.9028,12.4964,2024-11-06,94.3,2,32.5,3,2,425,5,77113,6169,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,11.25304012542791,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500081050413357,High ROI (10–50x),2024-11,Stale,Minor Issues,Low
4691,HR,Learning_LMS,Employees,Home_Address,People Ops Lead,Data Gov Team,Sensitive,Yes,97.2,91.0,Yes,No,Yes,GDPR,10,Yes,Write,Non-Compliant,E,Spain,40.4168,-3.7038,2025-01-26,94.7,3,95.4,11,10,344,10,1159574,278298,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.963564116638905,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166663073396144,Moderate ROI (3–10x),2025-01,Aging,Severe Issues,Critical
4692,Sales,POS,Leads,Lead_ID,Regional Sales Lead,Revenue Ops,Public,No,100.0,97.3,Yes,No,No,Internal Policy,2,No,Read,Compliant,A,Italy,41.9028,12.4964,2024-05-21,98.8,3,14.5,0,0,594,2,0,2332,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-05,Critical,Clean,Resolved
4693,HR,Payroll,Recruitment,Role_Applied,People Ops Lead,Data Gov Team,Public,No,95.5,100.0,Yes,No,No,Internal Policy,3,No,Write,Compliant,B,France,48.8566,2.3522,2025-07-25,98.0,3,24.1,1,0,164,5,0,464,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-07,Fresh,Clean,Resolved
4694,Sales,CRM,POS_Transactions,Store_ID,Head of Revenue Ops,Sales Analytics,Internal,No,77.0,88.2,Yes,No,No,Internal Policy,7,No,Write,At Risk,C,Italy,41.9028,12.4964,2025-07-22,84.3,3,37.4,2,0,167,5,243929,9757,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,12.404636577869994,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.000409962078507,High ROI (10–50x),2025-07,Fresh,Minor Issues,Resolved
4695,Marketing,Web_Analytics,Sessions,Session_Duration_Sec,Marketing Lead,CRM Ops,Internal,No,100.0,89.5,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,France,48.8566,2.3522,2025-07-01,95.3,2,26.5,1,0,188,5,201497,8060,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,12.213534734761303,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.999627791563274,High ROI (10–50x),2025-07,Aging,Clean,Resolved
4696,IT,IAM,Security_Incidents,Detected_Date,CISO,Security Ops,Internal,Yes,100.0,95.4,Yes,No,No,Internal Policy,1,No,Admin,At Risk,C,Belgium,50.8503,4.3517,2024-06-09,97.9,4,44.9,4,0,575,4,211189,8448,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.26051348120842,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.998697916666668,High ROI (10–50x),2024-06,Critical,Moderate Issues,Resolved
4697,HR,Data_Warehouse,Recruitment,Stage,HR Director,People Ops,Internal,No,85.1,86.6,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,France,48.8566,2.3522,2024-06-25,87.3,5,26.7,2,1,559,5,158328,9500,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,11.972430425553094,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.666105263157895,High ROI (10–50x),2024-06,Critical,Minor Issues,Low
4698,Operations,WMS,Support_Tickets,Customer_Email,Supply Chain Lead,Data Gov Team,Sensitive,Yes,100.0,84.5,Yes,No,Yes,GDPR,10,Yes,Admin,Non-Compliant,E,Belgium,50.8503,4.3517,2025-03-08,93.0,3,100.0,15,10,303,10,522650,125436,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.16666921628534,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.166666666666667,Moderate ROI (3–10x),2025-03,Aging,Severe Issues,Critical
4699,Finance,Payments_Gateway,Payments,Payment_Method,Finance Director,FP&A Analytics,Internal,No,100.0,83.0,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,Sweden,59.3293,18.0686,2024-02-24,92.4,4,47.4,2,0,681,4,90605,3624,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,11.414275715003845,Low (<€100k),False,False,False,False,Low Cost (<€10k),25.00137969094923,High ROI (10–50x),2024-02,Critical,Minor Issues,Resolved
4700,HR,Learning_LMS,Recruitment,Stage,HR Manager,HR Analytics,Internal,Yes,100.0,100.0,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Italy,41.9028,12.4964,2024-07-04,100.0,3,43.0,3,3,550,8,132391,13239,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,High Impact,11.79352249769878,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),10.000075534405921,High ROI (10–50x),2024-07,Critical,Minor Issues,Medium
4701,Finance,Finance_System,Invoices,Tax_Amount_EUR,Head of Finance Ops,Data Gov Team,Confidential,No,98.2,100.0,Yes,No,No,Internal Policy,7,No,Read,Compliant,B,United Kingdom,51.5074,-0.1278,2024-01-31,99.2,4,29.4,1,1,705,1,0,1491,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-01,Critical,Clean,Low
4702,Sales,Order_Management,Orders,Channel,Regional Sales Lead,Sales Analytics,Public,No,91.0,100.0,Yes,No,No,Internal Policy,2,No,Read,At Risk,B,Ireland,53.3498,-6.2603,2024-05-13,96.0,3,25.8,1,1,602,7,200265,12016,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.207401761863604,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),16.66652796271638,High ROI (10–50x),2024-05,Critical,Clean,Low
4703,Marketing,CDP,Campaigns,Target_Audience_Segment,Marketing Lead,CRM Ops,Internal,No,90.8,92.8,Yes,No,No,Internal Policy,7,No,Read,At Risk,C,France,48.8566,2.3522,2025-04-01,92.6,1,33.3,3,3,279,4,230143,23014,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Medium Impact,12.346460478951183,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.000130355435822,High ROI (10–50x),2025-04,Aging,Minor Issues,Medium
